柳边碧石明素沙，茅庐似是陶公家。衡门昼掩鸡犬寂，谁人其采黄金花。	1
我屋双溪松柏里，清泉皎洁无泥滓。凤皇不来鹰隼逝，白日鸱鸣啸桑梓。	1
华表柱头下令威，风尘澒洞何当归。感时对景重回首，不知人民今是非。	1
南山每独往，问讯西隐楼。清阴蔼乔木，天风忽凉秋。	1
归舟溯平湖，遥见仰山月。月色如德人，万古光不灭。	1
素练不盈尺，写此千里心。欲知相忆不，明月是知音。	1
澄心茧纸墨花香，上有元晖古印章。怪底径山山寺里，老僧衣袖著潇湘。	1
洞庭波兮山崨嶪，川可济兮不可涉。木兰为舟兮桂楫，渺余怀兮风一叶。	1
前山后山云乱起，山脚入溪清见底。溪南更有山外山，散如浮尘聚如米。	1
老枫枯栎叶纷纷，下有人家深闭门。钓丝欲收风浪急，却回双艇来篱根。	1
老翁曳杖行伛偻，一童负樵一童斧。笔端意度尽神妙，卷里衣冠自淳古。	1
商周寂寞经几秦，后来莘渭宁无人。茫茫耕钓去不已，武陵竟隔桃花春。	1
故人招我雁山傍，更入秋云结草堂。至今未满李徵士，白首犹贪著作郎。	1
蜀人偏爱蜀江山，图画苍茫咫尺间。驷马桥边车盖合，百花潭上钓舟閒。	1
亦知杜甫贫能赋，应叹扬雄老不还。花重锦官难得见，杜鹃啼处雨斑斑。	1
卢家公子称三绝，诗妙书精画亦工。落笔多宗董北苑，高情不减米南宫。	1
天低碧树春云合，潮满沧洲暮雨空。却忆买船同载酒，城南山下醉东风。	1
待渡见孤舟，穿林望高阁。雨馀泉脉动，日照岩光薄。	1
闭户茅屋深，汲水松花落。回首白云间，两人相对酌。	1
泽雉樊中神不王，白鸥波上梦相亲。黄尘没马归来晚，只有西山小慰人。	1
日出群动作，鸡犬亦复喧。渺渺孤舟发，翩翩栖鸟迁。	1
先师有明训，政在善利间。结发事诗书，於今益可怜。	1
况兹去古远，淳风未易还。吾行亦聊尔，一览可忘言。	1
形似休论刻楮工，谁能牛目辨颠翁。临平秋色知何许，只在枫丹荔白中。	1
生涯浩荡付烟波，沽酒烹鱼乐若何。西照一痕红恁好，树梢还可晒渔蓑。	1
访幽野艇泛清渟，水阁遥知待发硎。识得六如真面目，石渠幸早弆兰亭。	1
寒涛及雪练，映带翠屏里。适自田盘来，所见多相似。	1
新柳丝丝嫩袅风，前溪几曲后溪通。烟村水郭绝胜处，不是吴中定越中。	1
本来出岫无心者，何事云归恋故山。却与层峦添气色，黛深螺润草堂间。	1
飞来笠馆翠微间，磴道凌空讶许攀。树叶吹风看飒飒，瀑流落涧听潺潺。	1
忘年古鹤閒梳翮，长日高僧镇闭关。百尺虬枝扶碧嶂，依稀如过九松山。	1
何须绕树叹无枝，正是飞还鸟倦时。独倚寒林聊纵目，远山重叠夕阳迟。	1
飞流故喷薄，绝巘何嵯峨。所以谢幼舆，邱壑趣已多。	1
瘴山苦雾结胚胎，穷阴深墨堆枯煤。赤日沈为死灰色，劲风万古无由开。	1
下有长河名淡水，玉椀澄之清且旨。化为碧血与鸩浆，杀人不见波涛起。	1
山有飞禽河有鱼，上原下隰黄茆居。岛民生与瘴相习，诸蕃杂作古丘墟。	1
墟中婺妇能为鬼，婆娑其舞歌笑娓。舌语疑咒走疑癫，人瘴由来胜蛇虺。	1
嗟我禦暴分边城，扫除无力空含情。樵山饮水滋惭恧，仕宦五瘴良非轻。	1
太古千峰静，幽人一事无。谷神能蕴藉，春色有工夫。	1
萧寺依云构，危亭借石扶。亦云工位置，吴苑此规模。	1
清泉百丈飞幽壑，茅屋人家隔丛薄。白云在水树在空，漠漠晴烟下寥廓。	1
断鸿几点去无迹，黄叶一林寒欲落。斜阳何处认前村，隐见危桥傍山郭。	1
先生画笔冠当代，八尺生绡气磅礴。不须平远袭倪黄，能以清空见镵削。	1
秋窗对此足清胜，瑟瑟轻寒生绣箔。掩图不敢挂虚堂，恐有红尘一分著。	1
琉璃四面水堂虚，菱沜风来香气徐。钓线閒收书庋置，亦非儒士亦非渔。	1
好是足山兼足水，自然宜画也宜诗。翠微深处凡尘隔，不必探幽更别移。	1
桂林山水冠诸州，天遣诗人豁远眸。云气西侵昭岭色，河声东泻广江秋。	1
孤城落日闻猿啸，野水连天放棹游。近日小斋无一事，晚来强半为诗留。	1
好山久不见，如与故人违。追写清宵梦，深扃破板扉。	1
意随流水远，神逐白云飞。此地宜居我，沙头添钓矶。	1
落日江村好，船头黄叶多。水波平似镜，山翠小于螺。	1
鱼蛤此间市，沧浪何处歌。小桥疏柳外，有客抱琴过。	1
秋树几枝瘦，秋山一角青。乱泉流竹径，深翠结茅亭。	1
沽酒船能到，寻花路再经。何人横吹笛，却有白鸥听。	1
乌桕经秋一两枝，篱花更有傲霜姿。画成只恐添乡梦，白傅堤边夕照时。	1
半世撄尘网，襟怀总不羁。但看高士传，每与鹿门期。	1
妙手写生处，幽人坐息时。上衣山翠好，林壑结相思。	1
扬舲展佳兴，回望石首城。路回状频变，意惬迹反轻。	1
入峡若无地，过壁湍渐平。驰情眺绝岛，已发疑未行。	1
凉飙过两岩，空翠微有声。潺湲忽在上，仰见大壑横。	1
深溪晓逾静，咳嚏皆分明。密竹转孤棹，初日淡已盈。	1
回舻返旧渚，历历想所经。夙耽谢公癖，逸境终难名。	1
一叶前溪泛，空朦烟雨洲。山横残照落，水挟断云流。	1
自得消遥趣，安知今古愁。酒帘丛树里，回棹上江楼。	1
东皋东望山嶙峋，山头霞綵明朝曛。鹭鸶数个白如雪，点破空青万顷云。	1
重重绿树波光里，波光浩渺过彭蠡。中流一棹者何人，苍茫似畏西风起。	1
点简舟中旧所藏，莫教堕落风涛乡。风涛初不在平地，斯人回首何遑遑。	1
我皇圣德齐天壤，太平治化原无象。来往登山航水人，万里安行如席上。	1
层峦叠嶂高嶙峋，青溪碧涧波粼粼。堂亭寺观不知数，市廛隔断无纤尘。	1
迢迢有客泛孤舫，一苇凌空放双桨。俨如仙子御风行，烟雾中间互相访。	1
依稀疑是终南山，坐者揖者咸衣冠。采药每将巾舄湿，共谈那解天壤宽。	1
是谁好事留斯迹，安得其间一栖息。瞻彼春空一片云，为霖有意人难识。	1
江南之山倚南斗，根据蜿蜒几千亩。悬厓峭壁重复重，若坐若立还若走。	1
江南之水环南都，汹涌周回为具区。包天括地深无极，云帆雪浪相萦纡。	1
水流山峙多清气，钟出高人自拔萃。平生爱住山水间，养高不为形骸累。	1
嵓前空翠飞濛濛，小桥不与周逵通。房栊半出长林外，人声多在云烟中。	1
好景静观皆自得，著书老却龙鳞柏。昨夜虹光射斗牛，山灵放出文章伯。	1
献策御前誇第一，词林更转春坊秩。莫将山水匿胸中，普施霖雨苍生笔。	1
奉常司幕吾宗裔，爱水爱山兼爱字。手持一幅鹅溪绢，或浓或淡烟云气。	1
远看淡淡近看浓，暮山紫兮晓山红。一湾杨柳依稀外，无数人家杳霭中。	1
平桥过去波涛恶，何处舟来无住著。空青万里炯双瞳，汀花岸草今犹昨。	1
林峦深处开茅堂，四时佳景非寻常。吾宗依此有新构，左图右史罗中央。	1
八窗四面皆真景，歌罢沧浪动深省。门前车马任纷华，还我胸中常耿耿。	1
银河倒挂青山顶，苍虬偃卧芙蓉冷。烟峦深处起楼台，双双人在蓬莱境。	1
我观斯人非避秦，韬辉伏耀全天真。盍簪爱话无生事，恐教名利萦兹身。	1
霜叶林边秋色映，桂花香里行厨净。弹琴惟取古为音，漉酒还将清比圣。	1
逍遥此乐人间稀，洁已由来世所讥。只今四海皆乐土，不羡羊裘钓石矶。	1
世传南亩丹青好，笔底天机不草草。叠嶂层峦点染间，咫尺芙蓉插晴昊。	1
白云涨雪落溪中，溪流宛与仙源通。波光水色互掩映，烟霏雾霭纷濛濛。	1
鸡不鸣兮犬不吠，山人不识王侯贵。茅檐旭日上三竿，借问此时曾起未。	1
一声啼鸟春昼长，门前绿树森成行。竹篱苔径轮蹄绝，临风坐落松花香。	1
蒲东任君有高致，此景分明在胸次。人间山水已熟看，只今又欲浮淮泗。	1
淮南山水天下奇，我生时时梦见之。少年失脚红尘里，纵有高怀何所施。	1
几时得共任君约，西上昆崙东岱岳。沧溟滟滪遍遨游，半世尘缨须净濯。	1
故园修竹映松关，一曲溪流万叠山。五老天低红日近，三山台古白云閒。	1
平村烟树连空阔，远浦渔舟自往还。无那别来怀梦想，凭君写入画图间。	1
青山江上起，江深欲无路。微茫岛屿间，亦有人家住。	1
日夕西风来，乱捲庭前树。江水皆起立，溪云不能驻。	1
小桥架空凿，尽日无人度。惟有江上山，万古吹不去。	1
