冻云低压北风吹，正是围炉暖酒时。何处幽人驴子背，一鞭残雪苦吟诗。	1
闻说山峰高插天，是中往往住飞仙。白云懒过峰头去，且在山腰一晌眠。	1
半生无计谢尘缘，得一日闲便是仙。掷笔不禁长太息，此中容我结三椽。	1
世事重功利，斯工动万夫。野花连皖浙，奇石镇江湖。	1
风雨三千竹，烟波十万鱼。茫茫山影里，车马在征途。	1
骑驴寻梅去，领略一枝春。独叹寒意重，花瘦似高人。	1
小坐青桐下，芙蕖自在香。身闲更地静，心里自清凉。	1
何处听黄鹂，双柑并斗酒。杖策且徐行，记取青青柳。	1
登楼望山气，秋色何佳哉。时光如落叶，片片迫人来。	1
柳绿复桃红，春光满乡里。山中有幽人，独坐看流水。	1
秋色满大地，探幽到水隈。扁舟人独坐，不为羡鱼来。	1
一水一山良可栖，孤村悬隔竹为蹊。客来轻叱当门犬，日落高呼上树鸡。	1
自给鲜蔬补微俸，不将浊酒到深脐。清宵莫道閒难遣，听我吹嘘有逸妻。	1
山斋雨寂碧重重，消息林花数点红。采药道人何处去，门前小立读松风。	1
云分遥岭雨收时，独钓寒江竹一枝。此去荒台寻旧梦，却教啼鴂惹愁思。	1
云兴霞映水淙淙，不向花街斗艳红。为报人间春未暮，高燃龙烛乱山中。	1
尘外仙乡画出难，晚烟村落梦中山。清音婉转溪鸣谷，杂色铺陈树抱团。	1
田父拄锄留客语，牧童驱犊带云还。天公岂有藏私意，只是无缘不得看。	1
一山绕水曲成湾，沿岸枝垂可系船。身在桃园堪避世，心随鸥鸟上云天。	1
何方山水两悠然，一卷春风染洞天。谁动流声惊鹭鸟，元来帆起五湖船。	1
自我频经事，知谁独肯来。盘盘天下念，郁郁卷中开。	1
水碧古时血，山幽何代材。画图须改色，岁月却生哀。	1
写得青山似浴凫，波翻红日亦沾濡。夜深卷汝深藏去，怕有秦王叱与驱。	1
日自西斜雁自南，我从太古挹秋岚。此山豁我心胸出，此水何人味苦甘。	1
我图山作墨云凝，山觑我犹书案蝇。浊酒一壶共山醉，乱山扶我两鬅鬙。	1
远岭岚烟有淡浓，茅亭人杳水淙淙。山家何舍清幽地，不趁风来坐听松。	1
层峦半被淡云遮，老树闲枝向舍斜。泉瀑潺声听不断，将春吟到野人家。	1
山水含清气，尘襟试一濡。寺荒僧逸去，佛在客来趋。	1
探手拔新笋，放眸搜野凫。汀烟遥点指，或可卜居吾。	1
有路难为径，无花却是春。溪亭鼓琴罢，不觉有来人。	1
雨过岚翠滴，峰正夕阳红。景住行人去，万般色皆空。	1
造化由心造，来生实此生。接应非我耳，雷电亦无声。	1
自然归正道，妙悟出天真。不信蒲团上，修成佛样身。	1
笠泽茫茫入大荒，临风消得酒千觞。山连五越文星聚，水接三吴利涉忙。	1
西子扁舟无觅处，孟郎寒袂动愁肠。茅庵欲结清佳地，莫问他乡是故乡。	1
清风满纸逐人来，大水奇峰望眼开。岭涧皆为心底境，楚人本是画中才。	1
一襟气韵凭挥洒，万里河山任剪裁。我亦胸中有丘壑，何年得意吐崔巍。	1
发未苍苍齿动摇，真须觅取返童膏。肿如大瘿横肩脰，来向佳人乞一瓢。	1
多谢肉糜供软嚼，尚存吾舌作清聊。明朝更约山溪水，枕漱随心汝自挑。	1
丘壑罗胸久，凌霄试一嘘。盘旋何磊落，吞吐自舒徐。	1
石丑天能倚，溪清鸟或渔。卧游随所向，岂必待轻车。	1
蝠堂拈素管，清气欲全收。大麓千屏峙，长河一线浮。	1
云根生石窟，月影泻霜湫。会得超尘意，诸天见自由。	1
五剧惊飞毂，倚天楼似锷。缁尘厚我衣，何以专溪壑。	1
凝睇小丹青，冥冥招楚魄。老者抱琴还，少者渡头泊。	1
雁起水云间，一篙烟漠漠。野筑养沉痾，山岚窗外落。	1
少者学调弦，老者垂纶乐。坠花逐水香，时见潜鳞跃。	1
日晏冥烟合，飞鸟欣有托。流光若转轮，别离意萧索。	1
洒泣抚丝桐，危峦望依约。曲终人独远，杳然入寥廓。	1
觉来知底处，馀音绕海角。客魂与之去，苍茫无地著。	1
玄霜肃肃下东篱，尽日西风牵客衣。数拨声催零叶下，一行雁宿尺书迟。	1
且将心事语磐石，岂有离情写折枝。似水襟怀常自好，天涯何处觅钟期。	1
恣肆清湘弄笔头，澜翻墨沈山川收。无赖不才真痴绝，效颦快意又中秋。	1
溪清水静绿云居，雨气时来景亦奇。高人但得琴书乐，扰攘尘棼不上眉。	1
